time	Voltage	X_position	Y_position	Z_position
0.0	4.996072040231664	150.0	83.66025403784438	91.33974596215562
0.005	5.1872545720570615	150.15707317311822	83.58064905723644	91.26227776964535
0.01	4.898508780042887	150.31410759078128	83.49892692986865	91.18696547935008
0.015	4.892327639835691	150.47106450709643	83.41510781945306	91.11382767345052
0.02	5.189138627264181	150.62790519529312	83.329212407101	91.04288239760588
0.025	5.012570933189632	150.78459095727845	83.24126188622016	90.9741471565014
0.03	4.823702565278133	150.94108313318515	83.15127795728554	90.90763890952931
0.035	5.127742544604626	151.09734311091046	83.05928282248516	90.84337406660438
0.04	5.113358381628099	151.25333233564305	82.96529918024197	90.78136848411499
0.045	4.802227710159402	151.40901231937582	82.86935021961338	90.7216374610108
0.05	4.9868356084929415	151.56434465040232	82.77145961456971	90.66419573502799
0.055	5.188570223087178	151.7192910027941	82.671651518153	90.60905747905291
0.06	4.864578593382179	151.87381314585724	82.56995055651757	90.55623629762519
0.065	4.897442285231271	152.02787295356512	82.46638182285392	90.50574522358096
0.07	5.18893415322694	152.18143241396544	82.36097087119734	90.45759671483724
0.075	5.006696089405464	152.33445363855904	82.25374371012288	90.41180265131807
0.08	4.814782435614504	152.48689887164855	82.14472679632803	90.36837433202342
0.085	5.085106934173968	152.63873049965372	82.03394702810505	90.32732247224124
0.09	5.121323463522342	152.78991106039228	81.92143173870407	90.28865720090364
0.095	4.795964902594121	152.94040325232305	81.80720868958917	90.25238805808779
0.1	5.005049934138502	153.0901699437495	81.69130606358858	90.21852399266194
0.105	5.200184263799787	153.2391741819815	81.57375245794096	90.18707336007755
0.11	4.885356902583553	153.3873792024529	81.4545768772395	90.15804392030758
0.115	4.871739863055869	153.53474843779256	81.3338087262755	90.13144283593192
0.12	5.191666814088751	153.68124552684677	81.21147780278311	90.10727667037011
0.125	4.990362673401248	153.8268343236509	81.0876142900872	90.0855513862619
0.13	4.811897331469597	153.9714789063478	80.96224874965615	90.06627234399603
0.135	5.1192413426205805	154.1151435860511	80.83541211356118	90.04944430038773
0.14	5.136008606326224	154.25779291565073	80.70713567684432	90.03507140750496
0.145	4.791461310993322	154.39939169855916	80.57745108979691	90.02315721164395
0.15	5.0048886348226835	154.53990499739547	80.44639035015027	90.01370465245427
0.155	5.196013470692299	154.67929814260575	80.31398579518083	90.00671606221344
0.16	4.882790318642361	154.81753674101716	80.18027009373131	90.00219316525154
0.165	4.894089542275457	154.95458668432408	80.0452762381502	90.00013707752574
0.17	5.192905012490612	155.09041415750372	79.90903753615142	90.00054830634488
0.17500000000000002	4.996090498036006	155.22498564715949	79.77158760259609	90.00342675024443
